study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score
1,94,7.2,5.3,0,31,37.54
18,46,6.5,8.1,0,78,69.91
5,58,5.9,5.6,8,77,75.74
6,83,4.2,3.9,5,40,61.26
5,81,8.3,4.7,6,35,54.47
19,77,7.1,5.1,4,65,90.99
4,89,6.2,4.4,9,37,62.71
10,93,8.6,7.5,3,90,79.18
12,79,7.4,7,0,43,52.58
20,76,6.1,3.5,3,64,88.14
5,76,8.7,7.2,8,84,82.48
3,61,5.6,9.5,10,53,63.88
19,84,7.8,4.1,9,71,100
3,90,6.9,5,10,93,84.1
15,45,7,1.8,10,36,73.54
7,54,6,3,5,49,54.17
16,51,5,1.1,5,41,67.52
18,86,8.7,6.8,6,83,95.51
4,82,7.2,7,8,89,76.02
4,44,5.7,2.3,1,44,45.47
17,88,6.5,8.3,9,62,92.77
4,79,4.7,7.4,5,72,59.2
7,54,6,4.5,4,100,70.94
8,45,5.1,5.1,4,32,51.76
1,84,4.5,5.9,1,43,35.46
14,55,6.8,2.6,4,60,69.02
12,89,5.3,9.3,5,40,66.3
20,80,7.3,2.1,9,92,100
11,94,5.6,9.9,9,44,72.38
8,65,6.9,9.1,0,57,47.47
20,85,5.3,9.6,3,33,73.51
10,79,5.4,5.7,9,38,64.93
1,66,6.9,4.6,8,41,56.91
7,52,8.7,9.9,3,40,45.41
19,88,4.8,8.2,4,32,72.81
8,85,4.2,4.1,5,33,60.26
14,57,4.1,2,6,87,81.49
19,46,6.2,4.4,1,32,61.69
11,78,4.8,8.5,8,78,80
16,58,6.9,4.2,5,98,89.13
7,45,6.6,8.8,6,79,68.47
11,56,8.4,9.7,4,89,80.75
4,90,4.7,9.9,8,100,82.01
4,40,6.3,9.3,10,78,73.38
8,51,4.3,6.4,0,57,40.58
17,47,6.3,4.8,3,52,65.33
17,74,4.6,6.8,9,44,76.1
15,69,6.1,8.9,1,99,74.32
17,95,5.3,2.1,6,89,100
1,43,5.3,6.9,2,74,47.01
14,60,6.5,2.7,4,68,81.59
18,59,8,5,10,75,93.4
13,44,5.3,8.7,9,32,66.4
3,93,7.3,3.4,9,32,63.73
10,59,8.3,4.8,10,77,83.45
4,66,5.7,6,9,88,82.14
7,90,6.9,9,10,36,68.17
13,64,7.7,5.4,2,62,70.27
6,40,8.8,3.2,5,91,74.83
16,40,6,9.1,8,38,60.13
5,57,5.8,1.5,7,86,77.62
14,54,5.6,7.1,9,83,89.94
2,95,4.5,2.3,2,88,64.89
14,66,4.9,8.7,9,59,76.38
14,40,4.4,10,7,52,66.79
11,61,6.5,8.5,3,46,59.57
14,46,4.9,6.9,4,47,62.98
1,45,7.4,9.9,8,46,44.3
5,81,7.1,1.5,2,71,71.92
8,42,5.4,10,6,90,70.99
1,89,6.3,5.9,5,58,56.4
3,61,6,7.3,3,71,58.85
6,100,8.2,7.6,7,73,77.16
4,89,6.5,5.9,3,60,59.29
19,49,4.6,2.4,9,83,93.91
17,69,7.8,4.4,3,56,79.33
7,48,4.8,4.9,8,95,73.52
1,46,6.6,8.8,1,72,41.15
9,91,8.1,1.8,2,77,74.58
4,74,6.7,9.7,3,67,50.42
3,70,6.9,1.7,4,64,68.91
11,80,5.8,5.3,6,79,88.1
13,49,5.7,4.7,1,43,53.12
5,42,5.1,9.8,7,64,50.79
15,61,5.9,9.8,9,52,72.13
1,43,8.7,2.7,2,46,39.56
15,45,6,4.5,3,57,67.79
7,87,8,9.6,5,40,62.98
20,79,6.3,7.7,1,38,61.83
5,79,4.8,7.8,0,57,50.72
14,91,6.4,6.7,2,36,65.14
4,86,7.9,5.5,3,39,48.16
2,79,8.3,1.3,10,63,77.32
2,92,5.7,6.8,0,69,54.66
13,97,6.1,8.3,5,41,64.42
18,93,7,2.9,10,53,94.58
17,54,8.1,9.2,9,31,67.72
7,51,5.5,5.8,8,32,54.35
14,78,8.1,7.4,5,89,89.1
13,60,5.6,6.1,9,51,75.97
4,56,6.1,7.9,2,67,48.73
8,56,6.3,6.2,10,38,69.95
13,42,7.6,3.4,7,99,92.89
4,75,4.8,2.5,10,64,77.76
19,91,5.4,5.1,10,68,100
17,62,7.9,4.6,9,69,90.89
11,45,7.5,2.6,10,77,86.51
20,87,6.9,3.3,6,37,84.49
8,52,7.9,1.8,3,98,74.04
13,90,5.4,4.6,2,57,73.88
12,60,5.3,7.7,10,48,77.62
19,89,4.6,2.9,2,31,74.06
15,68,7.2,7,0,88,77.08
8,94,7.1,7.5,4,81,78.43
6,43,7.6,4.1,3,44,52.77
3,88,7.3,6.8,3,100,80.25
17,99,7.4,8.4,8,56,95.33
11,40,6.2,6.6,4,98,77
11,61,4.1,1.3,8,45,69.12
3,56,6.1,5.1,8,72,65.86
14,50,4.4,9.4,6,50,64.68
6,59,5.2,5.5,1,69,51.52
12,66,8.3,9.9,1,64,63.47
15,61,5,1.3,4,63,75.07
7,55,6.7,3.9,4,72,69.59
3,48,7.3,2.3,9,96,82.92
17,59,6.8,2.8,2,36,69.93
20,55,4.3,6.2,9,59,80.4
19,84,4.8,9.3,2,35,60.34
10,96,4.3,5.5,6,86,80.81
13,95,6.7,7.3,2,100,84.37
14,68,5.4,7.2,0,30,50.46
16,71,5.1,7.2,4,82,78.49
20,62,7,7.6,2,41,63.71
11,98,4.9,2.1,5,58,76.01
7,67,7.6,4.5,9,58,74.45
14,70,7.2,9.2,4,67,67.81
3,57,6.6,2.7,1,63,56.29
11,100,8.8,7.3,2,32,66.64
12,63,5.6,3,1,80,75.4
18,93,5.6,8.4,5,30,67.42
20,58,8,1.1,8,56,95.73
2,69,4.8,9.9,8,66,63.49
19,52,8.8,6.2,8,82,100
17,77,6.6,1.9,6,73,98.46
6,73,5.7,9.6,3,34,42.46
7,87,9,1.9,4,42,65.94
8,81,6.2,5.1,2,93,81.14
5,97,4.1,8.9,10,74,74.01
20,58,8,1,7,59,93.33
15,70,7.7,5.6,1,36,65.41
17,63,6.9,9.4,9,33,76.02
9,50,8.4,3.7,7,96,83.57
2,59,4.5,3.8,1,63,40.83
17,95,7.8,8.1,7,92,100
12,94,7.9,3.9,6,50,75.89
4,99,7.2,5.1,9,34,69.23
13,75,6.6,7.1,4,91,88.43
8,54,4.1,6.6,9,69,70.87
20,46,5.5,9.1,10,53,85.41
17,59,4.7,8.9,6,92,90.85
15,57,4.5,4,7,65,84.56
13,88,8.8,6,6,56,83.87
4,64,5.5,4.6,10,44,58.73
13,91,6.6,6.3,5,47,71.4
16,47,6.2,5.4,7,100,89.16
14,80,5.2,7.6,3,52,64.94
1,47,8.3,1.2,10,96,78.85
4,90,5.3,7,1,64,50.58
3,45,7.7,1.4,1,88,64.74
15,56,7.5,1.8,5,90,91.52
4,77,8.3,3.5,2,54,61.05
2,51,7.7,2.6,5,98,68.44
16,87,4,9.7,7,35,71.27
15,73,7.2,4.3,4,54,74.41
10,50,5.7,2.6,4,89,70.87
6,64,7.1,2,5,67,68.1
14,78,7.1,9.3,0,91,79.42
6,76,6.3,2.2,3,44,60.2
17,81,6.2,1.2,6,60,85.69
10,88,7.7,4.2,9,86,100
2,75,4.9,9,0,55,46.08
11,64,7.5,6.4,0,47,54.59
9,40,8.7,2.4,8,55,70.18
5,82,5.9,9.7,4,67,56.29
10,91,8.9,6.4,4,66,76.7
3,62,5.2,5.4,9,51,59.85
1,93,7.8,1.2,8,46,65.9
17,49,4.1,7.1,0,52,57.5
18,40,6.1,5.3,8,47,76.93
14,60,7.2,2.8,9,48,76.63
6,47,4.6,5.9,6,32,42.83
11,92,6.7,3,2,49,65.27
16,49,5.1,3.3,4,39,68.25
13,94,4.3,2.9,8,40,75.91
18,77,7.2,3.4,10,51,99.78
6,53,7.4,2.7,2,94,75.7
10,67,7.8,9.9,1,86,62.78
17,85,4.5,5.6,3,48,77.59
4,55,7.2,5,5,52,50.16
9,62,7.3,8.4,4,87,68.53
16,41,7.6,8.9,8,93,92.9
9,50,8.5,6.9,9,87,80.31
7,71,5.3,8.7,5,36,51.61
15,93,5.3,3,0,36,62.31
1,93,7.2,6,0,88,62.44
14,87,7.3,5.3,5,94,93.08
17,68,8.5,9.6,5,89,93.79
8,54,5.7,3,3,93,76.33
19,42,4.9,5.8,9,67,89.06
2,60,6.2,7.6,10,88,73.6
4,100,7.1,5.2,8,45,65.76
2,69,7,4.6,4,99,66.88
19,91,7.1,2.4,4,47,88.02
11,67,4.6,5,3,87,70.98
3,70,8.3,7.2,0,38,35.31
11,80,5.7,7.2,7,88,91.21
16,55,5.8,1.4,6,88,94.3
10,56,7.5,8.1,8,35,64.93
16,100,4.6,4.6,10,92,100
17,43,5.2,8.3,4,47,58.42
1,98,4,2.9,4,45,59.48
16,91,8.9,8,5,32,79.14
7,79,7.1,1.5,3,95,87.19
1,52,7.8,3.4,1,61,46.35
8,46,4.8,7.4,5,33,49.6
9,75,8.5,6.6,8,43,73.9
18,71,7.5,6.1,9,89,99.79
6,81,6.9,8.9,7,97,77.3
19,49,8.5,3.1,10,99,100
19,46,7.1,4.8,0,65,75.14
15,75,6.1,2.8,0,58,69.48
13,77,4.3,6.1,4,99,84.93
2,69,7.2,7.3,8,82,76.15
9,57,8.1,6.3,1,99,71.18
2,46,5.7,7,7,52,48.42
15,54,4.1,1.9,8,35,70.93
5,61,6.5,2.6,3,32,42.92
16,99,8.9,8.2,7,77,93.33
12,93,8.8,5.4,10,48,84.51
4,84,5.3,3.6,6,79,80.06
8,74,4.8,5.2,5,86,72.04
15,69,4.5,6.1,4,82,74.97
7,84,8.6,9.6,5,86,75.06
2,79,5.9,5.8,4,98,77.48
20,72,6.4,4.8,4,81,95.54
20,48,6.8,7.9,7,54,77.94
1,60,5.2,8.4,0,99,58.86
3,90,4.1,1.3,7,99,82.46
4,93,6.6,9.8,6,56,62.69
9,44,6.9,5.4,0,56,54.72
6,60,4.3,5.6,9,55,62.13
5,50,6.4,8.9,10,67,72.06
9,82,7.5,7.5,4,66,75.65
6,68,6.6,5.4,9,52,66.6
15,92,7.4,7.2,1,88,82.32
14,99,6,4.5,9,63,88.96
1,83,7.9,2.1,7,84,79.94
18,95,4.8,5.1,1,46,69.82
20,94,8.5,9.6,0,99,93.61
16,76,4.1,1.6,8,39,75.63
3,100,4.8,4.7,5,44,57.54
16,44,4.2,9.6,6,51,60.09
11,88,8.2,1.9,3,54,72.44
5,91,8.8,5.6,4,67,67.57
6,91,6.7,9,8,62,67.53
4,95,4.8,9,2,37,40.23
8,51,4.2,9.8,8,50,57.59
4,49,5.5,9.2,6,83,61.22
15,72,5,2.7,1,92,78.83
9,43,7.1,2.9,7,74,69.83
16,66,8.4,7.1,4,97,86.43
4,85,7,4.4,9,42,68.53
11,44,7.1,1,4,84,75.62
17,61,4.5,6.1,0,77,76.08
18,58,7.8,4.1,9,57,91.69
2,99,8.4,1.4,7,76,86.6
18,68,7.5,9.8,9,90,94.98
11,70,7.9,6.9,5,36,57.53
6,61,7.1,9,1,50,50.6
6,70,4.8,3.4,4,76,73.21
1,55,7.4,5.1,5,99,65.22
9,90,6.1,9.7,2,60,63.44
15,82,6.4,2.7,0,86,80.21
3,66,5,1,6,53,59.25
16,79,8.6,1.1,9,34,85.88
15,86,4.7,6.6,1,93,81.12
18,40,5.1,1.6,10,75,91.16
1,83,7.6,6.4,9,76,73.76
1,82,8.1,7.7,4,68,54.87
9,76,4.9,2.1,3,71,73.84
2,85,4.7,8.5,3,75,62.82
3,82,6.4,3.7,8,81,75.25
20,55,8.6,7.6,5,98,93.71
2,70,4,9.5,4,59,46.25
4,71,5.9,2.7,7,50,62.6
3,96,8.8,5.9,4,71,69.12
3,88,8.4,5,9,80,78.63
6,66,5.7,5.7,9,92,81.56
11,72,8.1,2.8,7,91,99.15
17,93,4.4,7.4,8,35,79.72
11,44,4.5,5.9,8,100,83.94
10,85,6.4,8.1,1,90,75.72
17,88,5.6,3.9,4,91,100
15,41,6,5.7,10,73,88.3
18,86,6.5,2.7,8,77,100
10,88,8.7,3.1,2,89,86.81
10,45,8.9,1.6,5,84,78.3
16,69,4.3,1.8,10,74,100
13,50,5.9,9,9,98,84.06
2,92,5.8,5.1,9,49,61.58
18,60,5.3,3.1,1,84,83.69
9,99,7.6,4.7,6,81,89.89
19,89,5,2.4,7,72,96.5
18,53,6.6,2.8,3,59,77.42
9,77,5.2,2.4,4,95,81.29
19,83,4.8,8.2,10,52,92.55
13,67,6.2,2.9,7,87,95.98
3,42,6.8,1.2,8,40,49.56
1,53,8.5,7.7,6,82,67.44
15,75,4.1,7.5,6,62,74.37
20,98,7.5,9,6,48,92.34
16,89,6.1,1,9,67,100
6,62,4.3,1.8,2,44,48.2
7,63,5,3.9,9,50,73.86
3,77,6.3,4.6,6,44,56.02
10,48,7,8.1,3,97,67
2,88,7.8,8.9,0,44,42.32
10,59,6,5.9,4,78,68.23
4,71,7.7,1.1,8,55,66.63
5,53,5.1,8.7,10,58,60.64
16,64,4.9,8.5,4,39,63.44
8,68,5.7,3.7,6,65,72.07
14,84,5.9,7.2,8,53,85.71
7,79,7.6,7.1,3,46,56.61
13,42,4.8,5.7,9,82,79.25
12,63,8.6,6.9,0,38,48.06
20,82,8,8.3,4,74,85.75
7,96,8.5,6.2,3,30,52.11
19,64,5.8,6.1,7,37,73.6
20,95,5.4,3.3,10,42,92.85
5,89,8.6,1,0,56,61.52
16,40,7.2,1.7,10,84,90.81
10,100,4.7,2.3,1,30,51.95
14,74,6.4,5.2,2,40,56.87
2,73,5.4,4.9,4,52,50.59
11,85,6.2,7.3,6,48,66.48
20,43,8.8,6.8,4,66,83.39
15,45,4.1,9.7,6,93,75.95
5,79,5.1,8.8,10,82,82.42
2,69,8.9,8.5,4,96,71.38
5,85,5.2,7.8,3,72,57.58
12,80,4.7,3.7,7,32,62.62
17,52,7.5,7.2,7,80,83.26
8,96,4.9,4.1,8,50,74.9
10,53,6.8,2.4,6,50,71.6
11,43,6.1,8.1,4,97,70.6
8,97,7.7,7.7,3,30,51.25
14,56,6.1,4.3,0,61,62.78
20,60,7.7,9.1,1,99,84.72
6,43,5.1,5.5,0,45,40.68
1,57,7.8,2.9,0,76,55.77
19,74,4.3,6.2,3,62,71.85
19,93,6,1.2,8,91,100
13,72,5.5,5.7,5,71,78.06
10,49,4.8,2.7,7,86,78.79
12,69,5.7,7.2,4,69,76.92
19,51,6.5,4.1,1,56,65.31
12,48,7.5,8.4,4,65,61.05
6,88,8.2,1.8,6,37,68.4
12,51,5,8.1,4,100,76.85
10,51,7.7,7.6,3,70,63.47
16,68,7.1,2.1,4,36,68.1
8,73,5.9,9.7,6,48,63.08
3,98,6.5,6.8,3,57,62.18
7,80,5.5,5.3,7,85,77.81
14,60,8.9,4.2,2,88,86.67
14,62,5.5,8.3,6,38,61.34
18,76,6.4,6.7,10,61,95.93
17,99,5.6,5.7,1,64,81.1
10,80,8.3,9.5,8,55,73.96
15,66,4.6,1.2,5,33,65.32
3,46,8.6,4.1,5,76,67.26
2,71,8.7,8.3,10,99,79.96
17,65,8,6.5,6,43,70.29
18,73,7,1.6,1,94,91.11
5,77,6.3,1.1,1,53,61.2
17,53,7.2,4.2,6,51,78.57
9,51,4.3,1.4,10,38,70.55
13,79,7.8,5.3,9,31,73.63
8,61,7.8,8.7,8,46,66.72
3,78,8.1,3.7,7,40,62.4
1,84,4.7,3.2,7,43,51.93
16,90,5.2,4.1,7,76,95.92
5,47,8.7,3.2,0,55,52.82
17,79,6.8,8.4,0,71,72.33
9,91,5,9.7,1,86,64.8
3,87,4.3,6.9,6,56,63.36
3,90,4.4,7.2,7,32,55.1
19,74,6.5,9.5,3,74,75.74
11,59,8.6,4.3,3,43,61.64
8,46,4.7,3.6,7,30,58.45
19,77,6.5,3.3,1,60,76.74
1,99,5.7,7.2,7,82,71.14
16,47,7.2,8.5,6,46,69.05
9,52,6,7.2,3,41,47.05
11,97,8.7,3.1,9,66,94.92
1,89,6.3,2.2,0,86,66.68
9,86,8.4,7,8,65,79.63
10,43,4.9,2.5,7,78,77.96
5,46,6.8,1.5,6,92,71.18
6,68,7,7.8,4,62,65.03
12,96,8.7,7.4,9,34,77.31
16,59,7.2,1.6,0,54,61.57
7,86,5.4,2.8,7,43,62.51
17,56,4.8,5,5,64,73.08
8,69,8.9,4,4,88,75.44
10,73,6.1,6.6,8,54,69.16
11,94,8.2,8,5,33,62.25
6,68,8.7,3.4,6,30,54.55
17,56,6.5,2,7,31,71.17
16,96,7.4,5.4,5,47,77.23
3,94,7.4,6.6,2,35,43.08
10,40,7.2,2.9,4,47,63.93
2,52,5.1,8.4,7,56,52.16
12,98,7.8,2.9,0,36,58.86
11,82,7.6,3.2,3,81,80.45
19,57,7.2,2.7,5,94,95.79
20,98,5.5,1.6,9,91,100
11,94,7.5,8.6,10,69,87.53
11,86,5.6,7.3,9,79,88.8
7,71,8.3,6.2,2,99,72.52
17,81,6.7,6.9,1,80,86.49
13,54,5.2,3.7,8,34,67.98
4,61,5.3,2,8,52,61.55
15,69,4,4.2,4,44,61.6
9,96,4.2,8.8,5,64,76.19
13,62,4.5,2.6,6,91,89.61
9,78,8.5,5.1,3,74,69.52
17,55,5.3,4.3,2,57,65.16
20,60,6.1,4,5,98,94.36
7,94,4.3,8.4,4,92,75.17
11,76,6.1,4.7,5,85,78.13
9,76,8.6,7.2,3,68,66.52
10,64,6.4,6.2,6,56,68.19
5,63,7.4,8.6,1,66,53.84
8,99,6.4,2.9,5,50,73.89
17,99,5.1,7.8,1,80,85.03
17,66,6.2,3.4,4,87,89.93
14,93,6.6,5.1,2,30,62.96
18,45,8.9,4.6,4,62,81.98
18,49,6,6.4,10,40,78.1
15,83,4.3,2,3,89,85.83
1,62,7.8,1.7,1,68,56.67
20,74,7.2,6.9,1,45,75.42
10,50,6,3.8,2,86,67.42
10,62,4.4,2.5,2,97,78.64
17,76,7.2,9.2,10,88,95.5
4,43,7.7,4.1,10,65,66.58
3,75,6.8,2,0,69,58.76
19,99,4.9,4.6,1,49,76.83
12,56,7.3,6.1,10,88,96.67
13,89,8.4,1.9,5,36,75.47
1,75,6.2,5,0,64,53.43
5,87,6.9,8.4,7,32,63
11,57,7.4,8.5,6,64,65.73
17,50,5.1,4.2,8,65,87.22
17,98,6.4,9.5,10,40,86.63
14,58,8.8,9.6,4,39,66.75
3,49,5.2,6.1,0,74,47.72
7,88,6.5,7.4,2,89,68.62
11,48,6,7.4,3,78,61.17
8,94,8.8,5.7,8,90,88.65
11,70,4.5,8.6,2,94,70.16
12,98,5.5,5.4,0,36,58.92
9,66,4.6,4.4,9,65,77.09
17,95,8.5,4.2,0,45,72.47
14,72,5.7,9.3,6,88,90.69
15,73,7,3.1,2,69,79.47
11,91,5.1,2.9,3,80,86.26
20,76,6.8,2.1,0,61,82.88
13,47,7.2,7.5,10,66,86.6
7,95,6,2.8,8,31,70.74
15,45,6.3,5.9,5,98,90.17
1,69,5.4,4.6,1,48,36.5
14,61,5.5,4.4,6,79,79.9
13,87,7.8,4.5,8,44,77.82
20,49,8,8.3,2,56,74.68
10,88,4.9,1.5,7,100,100
1,59,7.2,5,3,93,66.37
3,51,5.2,4,7,57,60.57
16,85,7.7,6.4,1,52,72.29
19,93,7.4,2.2,2,33,70.85
7,68,4.1,3.6,7,64,72.38
18,96,5.6,9.3,7,67,91.84
3,99,8.8,9.8,9,49,69.87
7,95,8.9,6.2,4,60,72.08
5,89,6.2,3,3,100,74.96
1,85,7.4,9.5,8,55,65.7
14,87,6.3,7.9,3,81,76.25
2,58,6.5,4.7,9,66,71.42
14,45,8.5,7.5,8,43,69.81
3,40,6,9.6,9,66,60.24
5,91,8.8,8.1,2,51,62.68
3,87,7.1,7.7,9,73,78.64
17,77,5.1,6.8,0,38,64.15
2,83,6.8,8.1,1,30,37.78
8,49,7.6,2.3,10,93,87.87
15,73,5.2,1.3,9,69,90.3
1,72,8.7,2.8,4,62,56.56
8,71,5.5,3.4,4,41,61.84
17,61,6.7,5.3,7,35,68.75
19,48,6.5,6.8,1,37,59.74
12,68,8.6,6.4,1,31,51.03
8,87,7,7.9,2,60,68.28
3,41,7.3,8.8,4,48,40.89
11,78,7.4,2.8,0,78,76.43
14,93,6.8,3.5,1,100,90.73
15,90,6.2,7.1,8,83,91.19
16,99,6.1,5.8,2,83,83.37
1,59,4.9,6.3,5,99,67.97
2,100,4.5,9.7,4,38,42.26
1,73,7.6,2.4,9,52,63.61
13,62,4.5,5.3,8,50,76.84
11,97,4.6,9,8,95,87.18
2,59,7,4.7,0,76,49.14
19,41,5.9,1.4,4,72,83.93
3,70,7.7,1.1,4,46,61.03
10,70,5.1,1.2,8,86,90.13
15,61,8.6,4.5,2,51,72.83
17,95,5.3,2,3,54,79.67
2,95,4.9,9.3,0,57,45.89
16,40,4.1,3.1,3,70,70.93
7,61,8,8.7,6,52,60.27
3,87,8.1,8.1,7,36,62.4
17,52,4.8,10,0,63,54.61
4,59,5.1,8.6,3,68,53.09
4,85,7.8,7.3,9,49,72.8
12,82,5.6,7.6,10,83,94.33
8,52,8.9,1.5,0,57,61.78
2,82,7.3,9.3,5,100,77.29
17,47,5.8,5.6,5,60,71.73
14,48,7,4.2,8,34,71.2
20,91,7,6.5,9,62,100
15,99,5,2.9,2,56,79.52
13,87,8.3,4.2,6,100,98.3
2,94,4.8,2.2,10,98,85.48
7,74,7.5,7.8,10,49,71.2
12,44,5.1,2.7,4,80,71.12
18,52,7.4,8.9,9,42,73.64
4,80,4.8,2,4,35,55.31
19,97,6.5,3,0,30,68.95
15,90,4.4,7.2,6,37,66.28
1,75,7.6,7.6,1,86,62.03
10,93,7,6.1,3,52,63.09
12,54,7.3,3.2,9,89,96.82
11,52,4.5,9.8,2,99,67.61
6,99,7.3,3.3,0,36,48
11,76,5,8.6,5,99,78.5
8,61,4.2,1.4,2,90,76.73
9,40,8.9,5.8,7,77,80.35
16,85,6.6,3.4,2,59,75.93
18,99,7.4,7.4,2,85,89.36
4,80,5.5,2.3,8,95,83.46
13,86,5.2,9,4,66,73.33
19,99,4.9,6.8,6,55,88.94
5,40,5.7,8.5,5,89,56.51
9,92,5.8,7.4,3,31,52.53
9,79,5.4,2,9,95,99.49
13,73,6.4,3.6,3,93,90.51
7,47,8.9,6.7,0,48,46.74
8,41,4.3,2,10,30,56.07
3,44,4.6,3.7,7,74,60.8
19,69,6.7,4.9,1,83,89.17
9,72,5.5,7.6,4,59,68.17
11,53,5.5,3.3,10,91,97.12
12,41,8,2.3,3,100,77.9
18,75,4.5,4.5,3,88,90.29
19,96,5.6,5.6,0,92,87.13
5,98,6.4,3.8,3,74,70.2
5,74,5.5,8.3,6,57,63.43
18,68,4.9,2.9,2,55,73.68
5,88,4.6,1.5,9,63,75.39
5,70,8.8,3.6,2,78,65.79
18,60,7.1,3.4,8,36,75.11
8,47,4.1,1.9,5,65,66.42
1,92,5.6,7.1,1,62,47.95
17,73,7.6,5.3,7,64,93.41
2,77,6.9,6.9,7,41,55.84
3,86,5,8.8,4,34,44.48
3,86,5.4,4.7,3,57,55.39
15,52,8,3.2,0,51,66.65
11,60,5.7,8.4,6,54,62.23
18,47,8.5,2,10,75,98.51
15,82,4.6,6,7,62,83.49
5,88,7.3,9.4,3,84,68.03
5,74,7.2,7.3,10,63,69.82
1,72,7.8,9.3,7,65,58.77
15,57,5.9,4.1,9,49,85.08
1,71,6.1,2.7,3,90,70.45
8,66,5.4,8,5,59,61.53
6,46,5.5,3.2,7,37,55.89
2,78,8.9,5.8,0,62,48.24
18,99,8.4,3,3,38,75.23
13,62,7.4,9.5,7,66,75.9
10,78,5,4.5,3,71,76.35
4,65,4.1,3.2,0,51,49.31
17,77,6.3,3.5,0,57,74.79
19,53,5.3,9.5,6,65,77.52
20,99,5,3,5,79,96.32
4,87,5.6,2.3,6,47,68.14
15,94,4.4,5.7,9,50,90.54
16,43,4.4,4.9,9,41,70.28
15,54,4.9,2.3,10,88,98.57
15,62,6.9,8.3,4,63,71.82
6,41,7.8,4.1,3,86,68.29
13,77,7.9,5.1,1,85,74.98
13,49,8,3.5,9,82,92.35
2,88,6,1.3,7,97,90.48
6,53,7.5,6.8,8,39,57.34
16,88,5,6.6,6,58,83.27
3,46,6.5,5.1,1,79,48.2
19,73,6.4,3,10,44,96.17
12,94,7.4,8.3,9,89,94.03
10,89,8.5,5.7,0,34,56.79
15,79,7.4,5.1,10,50,89.05
13,89,9,8.6,1,79,82.01
5,98,7.7,9.7,0,99,70.48
5,76,6,9.9,6,59,62.37
14,86,7.7,5.1,6,59,84.92
13,54,8.3,2.2,3,81,73.9
15,63,5.8,3.3,10,65,85.28
7,72,5.2,5.5,0,42,40.84
11,98,4.7,5.9,2,30,60.87
16,78,4.1,5.5,10,94,100
18,83,6,9.3,2,77,79.82
3,66,6.1,1.4,2,100,73.01
5,96,8.6,1.2,2,52,67.97
10,93,5.9,1.8,6,71,80.24
12,75,6.2,4.7,2,81,74.55
16,92,4.3,9.2,8,97,95.77
19,51,5,9.7,8,63,74.65
19,85,4.6,8,9,39,82.13
9,76,6.8,5,4,51,64.19
11,76,6.8,3.4,0,88,69.77
11,59,6.3,1.4,9,47,75.21
13,84,5.6,2.3,6,88,95.92
9,97,6.4,5.5,1,84,74.65
2,71,5.2,7.4,0,33,37.89
15,76,6.4,4.6,10,35,75.21
6,40,4.1,9.3,6,69,58.7
7,72,4.8,3.2,5,53,58.95
20,59,4.5,9.9,5,81,79.88
4,49,7.7,9,2,76,50.38
1,76,5.3,1.7,3,81,62.16
12,50,5.6,3.8,7,79,78.25
20,75,5.1,3.7,9,71,93.68
20,81,8.4,4.7,8,91,100
16,49,4.3,7.6,3,42,54.65
7,94,4.1,1.9,3,52,64.54
12,100,6.6,6.6,7,35,74.92
19,92,9,4.7,9,100,100
19,48,5.1,8.6,1,37,52.11
19,43,6.5,6.9,3,84,77.4
18,79,4.3,9.6,8,97,98.31
11,74,8.6,2.7,1,48,65.75
15,90,8.2,6.6,0,73,73.73
18,87,6.5,1.7,8,73,98.2
9,51,8.9,6.2,10,36,63.89
15,86,7.8,5.4,3,95,86.6
1,56,8.5,3.3,3,51,51.24
14,86,7.4,9.5,4,68,73.36
1,92,5.3,2.2,3,48,59.64
2,97,8.8,8.8,8,79,76.58
13,51,7.5,7.2,3,63,66.59
17,44,7.1,3.7,2,41,56.88
10,68,7.2,4.6,5,92,80.47
11,45,7.5,3.3,5,83,72.49
7,95,4.4,3.5,2,44,60.78
15,76,8.8,3.3,7,81,100
15,57,4.2,3.9,3,34,52.56
11,98,5.9,9.9,1,87,71.05
7,57,4.3,6.1,7,72,65.16
8,89,4.9,2.7,0,43,58.28
11,99,4.3,9.9,10,46,72.49
17,52,4.2,2.4,1,58,63.02
15,41,5.3,3.9,0,57,59.79
17,66,8.9,5.5,9,68,90.51
14,48,6.5,2.7,4,72,71.18
19,63,8.1,6.5,10,48,89.11
11,61,6.7,5.5,3,45,57.44
2,81,8.7,5.3,6,55,69.23
10,74,8.6,8.3,5,80,84.24
4,48,6.6,1.5,6,74,72.38
6,96,4.6,1.3,9,72,82.36
13,94,4.5,4.4,6,90,95.81
11,79,6.2,1.9,4,39,61.55
5,78,4.7,5.8,8,38,53.74
6,94,5.1,6.7,5,53,61.16
20,65,5.6,8.5,4,75,77.79
17,60,5.6,5.9,5,95,94.59
2,64,6.9,3.8,9,100,82.98
17,74,8.8,6.2,4,99,100
10,89,5.4,1,0,48,65.39
19,88,8.7,6.1,5,69,88.02
5,46,8.9,5.7,9,32,52.83
1,90,7.9,5.2,3,36,49.68
17,96,4.5,3.1,2,58,75.88
13,91,8.5,5,5,48,78.42
19,48,5.8,5.9,1,48,68.2
15,77,7.2,8.1,2,77,74.13
8,48,7.5,5.7,8,95,86.28
1,59,7.8,4.8,7,65,58.34
4,48,7.4,2,5,68,64.9
